id,timestamp,sender,reply_to,content
17935,11.01.2025 04:09:10,User,,"Valstij nav un nebūs vara pār cilvēka meitām vai dēliem! Vienīgais aizbildnis ir un būs - vecāki, kuri tos caur sevi ir Radījuši.Cilvēkam vara ir tikai pār LIETĀM, ko pats ir Radījis."
17937,11.01.2025 04:29:49,User,17879.0,"Pateicos Visumam, ka ir godigie,  zinoshie, drosmigie un atbildigie cilveki: arsti, virusologi, dziednieki...Pateicos, Edgars, ka Jus Esiet!Piekritu teiktajam 100%.Cilvekiem ir jaturas kopa! Mums visiem kopa ir jaraksta atklata vestule visam LR un starptautiskajam institucijam, esoshiem parvaldniekiem, deputatiem Latvijas Zemes Tautas varda. Ir jamin par cilveku tiesibu un brivas gribas esamibu un atbildibu par parkapshanu."
17938,11.01.2025 04:35:44,User,,"Rūdolf, uztaisiet sizetu par veselības aprūpes sistēmu. Man ir veselības problēmas, gimenes ārsts nosūtīja pie reimatologa un taisīt ultrasonogrāfiju vairogdziedzerim. Šodien zvanu  uz Rīgas 1.slimnīcas registratūru (tel. 67 366 323) un man saka: uz USG rinda 2 gadi, pie reimatologa uz valsts vietām rinda 5 gadi.Kurš nirgājas - valsts, slimnīca vai abi??!"
17940,11.01.2025 04:36:35,User,,‼️NĒ MAKSAI PAR RECEPTĒM! PARAKSTAMIES VISI TE:
17942,11.01.2025 04:42:57,User,17941.0,"Nu iespējams tāpēc ir mēģināts pierādīt, ka Satversmes nav, jo tajā ir rakstīts, ka vara pieder tautai. Jo Satversme ir pēc hierarhijas augstāk par Starptautiskajiem"
17943,11.01.2025 04:46:17,User,17942.0,"Ir janem vera, ka starptautiskas Deklaracijas un Konvencijas ir augstakas par ta saucamo ""valsts"" konstitucijam. Tie stajas speka, ja konstitucijas nav parakstitas vai nav pieejamas.Visu likumu pamata ir cilveka dabiskas, neatnemamas tiesibas! Likumi, kuri ir pretruna ar cilveka dabiskajam tiesibam, vai vinju brivo gribu, uz cilveku neattiecas‼️ Sheit Cilveku Tiesibu Deklaracija viena no starptautiskajam valodam (krievu). Ir pieemama ari anglju valoda vai tulkojuma:"
17944,11.01.2025 04:49:50,User,17896.0,"Jus jau variet nepalikt, bet viena ta pati sistema darbojas visas ta saucamas ""valstis"", kuras isteniba ir korporacijas."
17945,11.01.2025 04:51:10,User,17943.0,"Jā viss tur Starptautiskajos ir ok, vienīgi tikai Satversme nosaka Tautas tiesības uz konkrētu teritoriju un tās resursiem. Tāpēc nesaskatu neko labu faktā, ka darboņi mēģina izskaust Satversmi"
17946,11.01.2025 04:54:50,User,17913.0,Pateicos.
17947,11.01.2025 05:01:13,User,17945.0,Pamata Tautas Starptautiska Deklaracija‼️Tautas tiesibas uz konkretu teritoriju un tas resursiem nosaka Starptautiska Pamata Tautas Deklaracija:
17948,11.01.2025 05:18:16,User,17938.0,"Problemas ar vairogdziedzeri parada asins analizes. Bet, ja tomer, tada problems ir, vai cita, tad akademikes Olgas Shishovas kanala ir daudz dabisko ieteikumu, ka varam sev palidzet:"
17949,11.01.2025 05:35:40,User,17913.0,"Beidzot‼️ Pareicos, Agnese!Kas ir korporacija un pilsonis, vai kapec nedarbojas cilveku tiesibas. Pilsonis - korporacijas vergs, kam nav nekadu tiesibu‼️Tapec ari tada attieksme no LR korporacijas parvaldnieku puses pret cilvekiem. Deputati to zin, tapec kluse un par cilveku tiesibam neviens neruna‼️ Vini ir tikai vergu parraugi un rikojumu izpilditaji. Ja kads ari runa par cilveku tiesibam, tas nozime, ka ir dota saimnieku atljauja. Un ari lai velak sanemt sev pakljauto balss tiesibas. Isteniba, vispirms mes esam cilveki un tikai tad pilsoni vai nepilsoni, vai nodoklju maksataji vai parejie papira korporaciju izgudrojumi.Korporacija nav valsts. Cilvekam nav nekadu pienakumu pildit korporaciju izgudrojumus vai piedalities tajos.Ir vienigi pareiza izeja no situacijas: katram cilvekam personigi ir japasludina sava esamiba, briva griba, rakstiska veida. Cilveka brivo gribu ir japasludina avize (interesanti, ka uz to reagetu Latvijas Vestnesis) un jaieraksta video. Tada veida cilveks, ka visu likumu avots, pienem savu likumu un apliecina savu ricibspeju. Brivo cilveku apvieniba ir Tauta un tikai Tautai ir tiesibas parvaldit savu Zemi (sk. Pamata Tautas Starptautisko Deklaraciju)‼️ Vergiem tadu tiesibu nav. Atgadinu, ka pilsoni ir korporacijas vergi. 👆  Ir jasaprot, ka tauta nav kliedzoshie, vai ar kaut ko neapmierinatie vergi, kurus korporacija uztur, baro, apmaca pakljautibai, arste un izsniedz darba algas, slimibas, bernu vai pensiju pabalstus."
17950,11.01.2025 08:30:04,User,17929.0,"Tad kad paši to ieviesīsim. Velti gaidīt, ka kāds cits to darīs. Komercsabiedrībā dzīvojam un nekas netraucē katram jau šodien pieprasīt samaksu no tā, kurš uzmācas ar savu biznesu. Cik? To drīkst darīt tas kuram uzmācas."
17951,11.01.2025 09:21:01,User,,kad dibināts ANO - Google meklēšana
17953,11.01.2025 11:09:36,User,17947.0,"Vai pēc kāda domām iznāk, ka līdz šī kantora dibināšanai to nebija?"
17955,11.01.2025 11:15:48,User,17882.0,"Tas viss ir noziegums pret cilvēkiem, tas ir medicīniskais genocīds."
17958,11.01.2025 13:29:13,User,17706.0,Vai metilēnzilais ir nopērkams lv aptiekās?
17959,11.01.2025 13:29:30,User,,
17960,11.01.2025 13:49:51,User,,
17961,11.01.2025 14:01:05,User,17958.0,"ja ir receptiite, protams !"
17962,11.01.2025 14:01:45,User,17956.0,"Riigaa rudens vakaros bija shitaada pati ""miglinja"""
17963,11.01.2025 15:01:09,User,17886.0,"Tas ir pārāk liels vispārinājums- mūsdienu medicīna. Man vajadzēja operēt lauztu roku, paldies dakterim, kurš to prasmīgi izdarīja.Kādam aklo zarnu jāizgriež, u.t.t."
17964,11.01.2025 15:06:22,User,17898.0,"Cik pārāka ir Satversme pār MKnot, mēs piedzīvojām piespiedu glābšanas akcijas laikā."
17965,11.01.2025 15:11:05,User,17903.0,Es ierakstīšu.
17966,11.01.2025 15:11:22,User,17964.0,"Bet visi taču paši, pēc savas Brīvās gribas gāja un to darīja. Valdība vienkārši radīja apstākļus"
17967,11.01.2025 15:14:03,User,17966.0,Es negāju.
17968,11.01.2025 15:14:54,User,17967.0,"Nu re, es arī nē. Tātad izpaudās Brīvā izvēle. Iedomājies, ja katrs būtu apzinājies savu ES un pie tā pieturētos- ko šie neģēļi būtu panākuši?! Vadīt var tikai vadāmos"
17969,11.01.2025 15:17:34,User,17967.0,"Un zinu vēl bariņu cilvēku, kuri negāja, arī kodu dažādos veidos nemeklēja, bet es nenosodu viņus. Diži nenosodu arī tos, kuri  dažādu iemeslu dēļ gāja, jo katram savs."
17970,11.01.2025 15:40:38,User,17963.0,"kjirurgjija pastaaveeja ilgi pirms ""muusdienu mediciinas""...."
17972,11.01.2025 16:38:49,User,,"Nu diezin vai es būtu priecīga, ja mani operētu ""sausajā anestēzijā"", piemēram."
17973,11.01.2025 16:46:41,User,,"👉 Svētdien, 12.janvārī plkst.20:00 skaties 👇Raidījums - ""neVēlamie pētījumi"" #2 Anna Zeltebreja un Māris BērziņšLatvijas Tautas Kanāls"
17974,11.01.2025 17:13:46,User,,"Un kāds dr. ķirurgam sakars ar švakcēm??? Protams, es zem ta apgalvojuma domāju pavisam citā virziena...ķirugs ta tiešam ir specialitāte, es pat negribetu likt vienā maisā kopā."
17975,11.01.2025 17:15:07,User,,"Bet ja tev būtu divi varianti: nošpricēties, lai tiktu pie ķirurga dēļ rokas, vai meklēt citas iespējas un nedarīt to. Izveletos vieglako ceļu?"
17976,11.01.2025 17:15:47,User,,👍
17977,11.01.2025 17:50:24,User,,
17978,11.01.2025 18:33:37,User,,"Ja viņiem piemirstās pareizā lietu kārtība, TAUTAI vajag viņiem atgādināt, pateikt, ka tā tas neies krastā, mīļie draugi!"
17979,11.01.2025 18:37:06,User,17978.0,"Es biju Baltijas ceļā 23.08.21. un protestā pie MK 07.02.22.Nebijām diži daudz, mūs nesadzirdēja."
17980,11.01.2025 18:38:27,User,17974.0,"Nezinu, ko Jūs domājāt. Tāpēc jau rakstīju, ka ""mūsdienu medicīna"" ir pārāk plašs jēdziens."
17981,11.01.2025 18:40:23,User,17975.0,"Es tādā situācijā nenokļuvu, tāpēc nezinu, ko darītu. No darba biju spiesta aiziet un aizgāju."
17982,11.01.2025 18:41:05,User,,👽🛸👇👉 UfosundLichtschiffe
17986,11.01.2025 22:24:56,User,,"loti loģiski. Pilnībā piekrītu. kamērt.s. vakcīnu ražotāji ir atbrīvotyi no kriminālatbildības un civltiesiskās atbuildības par mūīsu bērnu sakropļošanu ar viņu produktu, tikmēr par sekām neviens neatbild un tikai loģiski visi nav miljonāri un nevar riksēt ar dārgu ārstēšanu par privātiem līdzekļie, jo Latvijas valsts atšugāsiesm, mēs neko nezinām, neviens nav vairnīgs. Drīzāk kriminālatbildība tiem , kas vakcinēja un radās epilepsija un automimūnas slimības (ļoti izplatītas Latvijā). bet ja nomirst bērns no vakcinācijas ar SIDS, tas vecākiem jau tagad ir kriminālatbidlība, atceramies sievieti kas sēž cietumā."
17987,12.01.2025 01:23:31,User,,"Vispār es šādu jautājumu uzdevu vienam no Tēvzemiešu kandidātam pirms Saeimas vēlēšanām. Es jau domāju, ka šams vienkārši nozudis un neatbildēs, bet vēlešanas bija degungalā un atbildi sniedza. Nu tādu vispārīgi izvairīgu. Apmēram, ka jāvērtē Covid laikā pieļautas kļūdas, bet šobrid tas nav aktuāls jautājums un citus vēletājus tas neutrauc. No tā mēs varam secināt, ka ļoti iespējams, es biju vienīgais, kas kko tamlīdzīgu jautā. Tāpēc sūtiet soc tīklos šo jautājumu, lai nevarētu izvairīties ar virspusējām atbildēm."
17988,12.01.2025 01:26:12,User,,"Jap, un tā nav mana unikāla ideja. Šāda iniciatīva bija Kostarikas prezidenta vēlēšanas un cik saprotu ir iestrādāta likumos."
17992,12.01.2025 07:58:29,User,,Musdienu skolas ta ir ieslodzijuma vietas cilveku berniem.Ребёнок - рабёнок - раб...
17993,12.01.2025 08:29:48,User,,Godigie arsti IR! ❤️
17994,12.01.2025 09:58:33,User,,"Diemžēl,nevaru ielogoties,visur citur strādā e- paraksts,bet uz šo vietni rāda error,vai vēl kādam tā ir,vai tas atkal ir kaut kas speciāli radīts,lai nervarētu izteikties?"
17995,12.01.2025 13:26:08,User,,te ir `latviešu valodā 😉
17996,12.01.2025 15:19:16,User,17995.0,Pateicos.
17997,12.01.2025 15:48:55,User,,"❗️Veslības ministrija taisās ieviest krimināllatbildību, ja nevakcinēsi savus bērnus!❗️ Instrukcijas, kur rakstīt iebildumus atrodamas šeit:  ❗️ Lūdzu ielieciet soctīklos. Palikušas tikai dažas dienas!"
17998,12.01.2025 16:31:24,User,,"Kaspars Jàña dèls:VALSTS - POLITISKĀ ORGANIZĀCIJA❗️✅️ Kādēļ Cilvēki domā ka dzīvojo valstī? Jo viņiem sākot ar skolu un beidzot ar propogandas mēdijiem, to visu laiki programmē. Katru dienu skandina, lai cilvēks būtu tālu no realitātes un apziņas. Kādēļ skandinātājiem tas ir jaskandina, lai jūs uzturētu miglainā ilūzijā. Saucamie valsts patreots - ir cilvēka apliecinājums, ka tas ir veiksmīgi apstrādāts un padevies propogandai. Tas paklausīgs kliegs - ir jāaizstāv valsts -  ""Politiskā organizācija"". Bet patriots nekliedz - jāaizstāv cilvēki, dzimtsmājas. Ko gadu aiz gadiem iznīcina pati ""valsts organizācija"". Tādēļ arī cilvēku apziņā  politmafiju dēvē par valdību, neiet karot un izvairās no mobilizācijas. Ar sevis pieņemtu likumiem, kaut ikdienā tie tēlo valsts patreotus. Te ir atbilde, kādēļ jo projām organizācija valsts ir komunisti un to ideoloģija. Kādēļ tie gadiem klaigā par ienaidniekiem Atveriet Googli un ierakstiet meklēšanā ""valsts"".✅️ Atvērsies Wikipedia -  rakstīts - Valsts ir politiska organizācija, atkārtošu vēl vienu reizi organizācija. * Kura it kā balstoties uz tiesisku varu, tiesiskums ir bandītisms un korupciju shēmošana un kukuļošana. * Nodrošinot sabiedrības vadīšanu, ar propogandas ietekmi.* Valsts - politiskā organizācija, kas pastāv  noteiktā apdzīvotā teritorijā.* Valsts trīs pamatpazīmes — Teritorija - kuru organizācija ir okupējusi.Iedzīvotāji - kurus paverdzina un apzog.Suverēna vara - politiskā neaizskaramība un nesodāmība.✅️ Atvērsiet Tezoru -  - Politiska organizācija, tas pats rakstīts. Kurā tiek realizēta sabiedrības vadīšana, ar propogandas palīdzību.✅️ Vienvārd sākot - valsts ir politiska organizācija un kad jūs sakiet, ka dzīvojiet valstī. Tas nozīmē ka apziņā jūs dzīvojiet politiskajā organizācijā. Tādēļ arī jums ikdienā visu laiku propogandē, ir jābūt politiski atbildīgam, jāseko līdz politikai, jāiet balsot utt. Tādā veidā viņi nozog jums dzīvi un realitāti. ✅️ Piemērs - Valsts noslēpuma jēdziens.(1) Valsts noslēpums ir tāda militāra, politiska, ekonomiska, zinātniska, tehniska vai cita rakstura informācija, kuras nozaudēšana vai nelikumīga izpaušana var nodarīt kaitējumu valsts drošībai, ekonomiskajām vai politiskajām interesēm. Ik pa laikam cilvēki dalās ar publikācijām, kurās redzams ka valsts iestādes ir reģistrētas komērc reģistros. vai cilvēki aizdomājās, kas ir valsts un kas ir to autors. Vai viņiem ir vispār kādas saistības, ar valsts projekta autoru. Vai valstij vispār ir deklarētā kaut kur un kas deklarēja. Kad sāku pētīt saucamo tiesiskumu valstī un ieraudzīju šo dzelteno izgriesto grāmatas lapiņu. Es sapratu propogandas patieso spēku, jo aiz šīs lapiņas stāv. Jūsu dzīves lielākā nelaime verdzība un atklāta apzagšana ar neadekvāto nodokļu slogu.  Tādēļ sākumā ir jasaprot, kas ir valsts. Tad jums atkritīs teicieni, mūsu nodokļu maksātāju nauda. Jo tā nav jūsu - tā ir organizācijas valsts piederošā. Kuru viņi izkrāpj no jums,  ar visādām nodokļu shēmam. Tādēļ es vairs nepārdzīvoju - par korupcijas skandāliem, jo zinu kas ir valsts. Saprotu - tā ir viņu izkrāptā nauda un apetīte šiem aug ēdot.#LVcorporatio"
17999,12.01.2025 16:54:42,User,,"Par ko syr bor?Ja ir pārliecība,ka potes ir lieks pasākums,tad no kurienes ir bailes tikt sodītam?ejam tādiem not.vienkāršī ar līkumu...vai ne?"
18000,12.01.2025 16:59:36,User,,"Šī sistēma to vien grib,lai jūs ķertos uz visiem viņu murgiem un atdotu tai savu enerģiju.Veiklie darboņi stāv maliņā un potirajut rukči-re kā pīpli atkal uzķērās..."
18001,12.01.2025 17:57:44,User,18000.0,"Nē, tiem, kuri iedomājušies sevi par lielajiem kungiem, jānorāda viņu īstā vieta ar konkrētu viņu izdomājumu noraidījumu!😎"
18002,12.01.2025 18:00:07,User,,Vienīgais noraidījums-nepiedalīties viņu spēlītēs.
18003,12.01.2025 18:01:08,Edgars Mednis,18002.0,"Manuprāt šeit gan vajadzētu reaģēt, nevis, kā vienmēr papuksēt virtuvēs un guļamistabās."
18004,12.01.2025 18:47:58,User,,"Shajaa redakcijaa to murgu vinji nepienjems, jo preteeja gadiijumaa tas izstaadiis to libaanas teroristu par pilniigaako apsmieklu starptautiskaas un vieteejaas sabiedriiba aciis. Juridiski, tas dokuments ir pilniigaakais nonsenss. Tam vienkaarshi NEVAR buut juridisks speeks. Izskataas, ka taads tas murgs ir izlikts lai patracinaatu sabiedriibu un pabojaatu cilveeku fizisko un mentaalo veseliibu, jo redzu cik daudzi apkaart ir uzcepushies. Nomierinamies. To suudu nepienjems, jo tas tad buus vinju krahs. Par piemeeru paskataties, kaa tagad njem priekshaa Austraalijas, Jaunzeelandes un Kanaadas iereednjus. Libaanas teroristu vajag izsmiet nevis uztvert nopietni. Protams, visi, kam nav slinkums, parakstamies, bet ne obligaati pieklaajiigi. Tiem meesliem ir jaazin, ka tautas dusmas tos sasniegs agri un veelu. Finaalaa pienjiems daudz maigaaku versiju, itkaa piekaapjoties sabiedriibas spiedienam un daudziem taa liksies kaa uzvara. BET arii to maigaako versiju NEKAD nevajag parakstiit. Viss kas jaaizdara, pie beernu aarsta jaauzraksta iesniegums, es taads un taads, atsakos no konkreetaas potes savai atvasei, taadas un taadas jo man ir nepienjemamas pavaddokumentos mineetaas blaknes, taadas un taadas. Ja juus savu poziiciju esat izlikushi uz papiira TAS jau ir dokuments un nesadarboshanos un neruupeeshanos par savu beernu jums pieshuut nevarees."
18007,12.01.2025 19:07:28,User,,"Atvainojos, ne tai grupā ieliku"
18008,12.01.2025 19:12:40,User,,Suudi lieli jo paraksts tikai ka digitalai personai...ka dzivs cilveks vairs nekur neskaitos laikam...
18009,12.01.2025 19:21:55,User,18004.0,"Man arī liekas, ka nepieņems. Bet kaut kas taču viņiem jādara tajos kabinetos, lai algas saņemšanu attaisnotu..vot i sēž un skribelē tādus murgus"
18010,12.01.2025 19:22:29,User,,"Sveiciens troļļukiem, kad šito nesīsiet ārā apzelēt, bonusā jums bučas no mums visiem 😆"
18018,12.01.2025 20:45:39,User,,"‼️Veselības ministrija izdomāja papildināt Vakcinācijas noteikumus, izmainot veidlapu, kas jāparaksta vecākam, atsakoties no vakcīnas savam bērnam. ‼️Veidlapā ir iekļautas bīstamas frāzes, tāpēc aicinām visus, kurus uztrauc šis jautājums, obligāti piedalīties publiskā apspriešanā līdz 2025.gada 16.janvārim.  ‼️Veidlapā tabula ir ir papildināta ar vakcīnregulējamo slimību aprakstu. Tomēr, veidlapā nav norādīta neviena no vakcīnu blaknēm.  ‼️Tālāk - “atsakos” ķeksīša vietā ir “šodien atsakos”. Tas nozīmē, ka vecākam šāda veidlapa iespējams būs jāaizpilda atkārtoti.  ‼️Tālāk veidlapa ir papildināta ar sekojošu tekstu (tiek iedzīta pamatīga vainas sajūta vecākam):   • Es saprotu, ka ar vakcīnnovēršamām slimībām var inficēties ikviens nevakcinēts bērns Latvijā un tās var izraisīt smagu saslimšanu, hospitalizāciju un pat nāvi. • Es saprotu, ka vakcīnnovēršamas slimības, kas pašreiz Latvijā ir reti sastopamas, joprojām ir izplatītās pasaulē. • Es saprotu, ka nevakcinēts bērns var inficēties gan ceļojuma laikā, gan tiešā vai netiešā kontaktā ar cilvēku, kurš ir inficējis citā valstī. • Es saprotu, ka mans nevakcinētais bērns saslimšanas gadījumā var izplatīt infekcijas slimību, tieši vai netieši inficējot citus bērnus, kuri ir pārāk mazi, lai vakcinētos, vai cilvēkus, kuru veselības stāvoklis, piemēram, vēzis vai imūnsistēmas problēmas, neļauj tos vakcinēt un var izraisīt smagu saslimšanu, komplikācijas un pat nāvi šiem cilvēkiem. • Es saprotu, ka dažas vakcīnnovēršamas slimības, piemēram, masalas un garais klepus, ir ārkārtīgi infekciozas un ar tām nereti inficējas nevakcinēti cilvēki. ‼️Un te ir visbīstamākais teksts. Vecākam, parakstot atteikumu, ir jāpiekrīt viedoklim, ka bērna nevakcinēšana ir pielīdzināma bērna aprūpes pienākumu neveikšanai.  ❌Ar šo es apliecinu, ka apzinos, ka vakcinācijas neveikšana rada riskus bērnam smagi saslimt ar infekcijas slimību, tādējādi apdraudot bērna veselību vai dzīvību un attīstību nākotnē. Tādējādi vakcinācijas neveikšanu var uzskatīt par bērna aprūpes pienākuma neveikšanu. ❌Apzinos, ja bērna nevakcinēšanai būs sekas, kas ietekmēs bērna veselību vai dzīvību, man var iestāties kriminālatbildība.  ‼️Šim mēs kategoriski nepiekrītam, jo vakcinācija joprojām mūsu valstī ir brīvprātīga un par bērna veselību pilnā apmērā ir atbildīgi bērna vecāki.  ‼️Aicinām aktīvi iebilst pret šiem grozījumiem un izteikt viedokli, autorizējoties šajā lapā. Tas ir Ministru kabineta portāls, kurā var autorizēties ar  palīdzību. 👍Viedokli var izteikt līdz 16.01.2025.pusnaktij!"
18020,12.01.2025 20:47:24,User,,"Es sniedzu šādu iebildumu:Kategoriski iebilstu pret formulējuma par kriminālatbildības iestāšanās risku, kas minēts 24-TA-3218 ""Grozījumi Ministru kabineta 2000. gada 26. septembra noteikumos Nr. 330 ""Vakcinācijas noteikumi"""" 2.pielikumā, kas groza Ministru kabineta 2000. gada 26. septembra noteikumu Nr. 330 ""Vakcinācijas noteikumi"" 9.pielikumu, ceturtajā lapaspusē, proti teikumam: ""Apzinos, ja bērna nevakcinēšanai būs sekas, kas ietekmēs bērna veselību vai dzīvību, man var iestāties kriminālatbildība."" Pirmkārt, ""sekas, kas ietekmēs bērna veselību vai dzīvību"" iestāsies pēc definīcijas, respektīvi - ir skaidrs, ka saņemot jebkuru vakcīnu vai zāles vai jebkādu citu iedarbību ar organismu - sauksim to vispārīgi - par ""iedarbību uz organismu"", tai būs sekas salīdzīnājumā ar gadījumu, ja šāda iedarbība nenotiks. Un otrādi - nesaņemot šādu iedarbību, arī būš sekas salīdzinājumā ar gadījumu, ja šāda iedarbība būtu notikusi. Tostarp šādas sekas var atainoties gan veselībā, gan, iespējams, dzīvības apdraudējumā. Piemēram, vecākam palaižot bērnu kādā interešu izglītības pulciņā, ar samērā lielu varbūtību var iestāties sekas, kas ietekmē bērna dzīvību vai veselību. Negribas piesaukt neseno traģisko atgadījumu uz Ventspils šosejas, bet kā mēs, diemžēl, tagad zinām, arī dziedāšana korī var izraisīt smagas traumas un pat nāvi. Ir bijuši precedenti arī ar riteņbraukšanu un daudzi citi mazāk zināmi gadījumi, kurus visus pie vēlēšanās var reducēt līdz brīdim, kad vecāks pieņēma lēmumu atļaut bērnam apmeklēt interešu izglītības nodarbības. Otrkārt, šāds vienpusējs ""bubulis"" - brīdinot ar kriminālatbildību vienā gadījumā, bet ne ar pušplēstu vārdu nepieminot pretējās puses atbildību pretējā gadījumā - ne vismazākajā mērā neveicina ne sabiedrības uzticēšanos veselības aizsardzības nozarei, ne valsts pārvaldei vispār. Jau tā sabiedrības uzticība valdībai un parlamentam Latvijā ir starp četrām zemākajām starp visām OECD valstīm - zem 30%! (avots: OECD Survey on Drivers of Trust in Public Institutions – 2024 Results,  Ņemot vērā augstākminēto, ierosinu vai nu a) svītrot no attiecīgās vietas - ""Grozījumi Ministru kabineta 2000. gada 26. septembra noteikumos Nr. 330 ""Vakcinācijas noteikumi"""" 2.pielikuma, kas groza Ministru kabineta 2000. gada 26. septembra noteikumu Nr. 330 ""Vakcinācijas noteikumi"" 9.pielikumu, ceturtās lapaspuses teikumu: ""Apzinos, ja bērna nevakcinēšanai būs sekas, kas ietekmēs bērna veselību vai dzīvību, man var iestāties kriminālatbildība."" vai b) iekļaut tiesību akta projektā kaut kādā veidā - nevaru tagad ierosināt kādā tieši - skaidru un nepārprotamu atsauci uz medicīnas personāla, tirgotāja vai ražotāja līdzvērtīgu atbildību par sekām, kas līdzvērtīgi ietekmēs bērna veselību vai dzīvību, piekrišanas vakcinācijai gadīumā."
18021,12.01.2025 20:51:54,User,18018.0,"Kur problēma parakstīt to papīru, bet nosvītrot to tekstu par tiem ""saslimšanas riskiem nepotēšanās gadījumā"", jo tādi riski pastāv jebkurā gadījumā un neviens nav pierādījis to, ka potes garantē nesaslimšanu? Elektroniski to, protams, nevarēs izdarīt, bet tāpēc šitādus jautājumus labāk kārtot ar papīriem, kamēr tas vēl iespējams. Ideja tāda, ka cilvēks atsakās parakstīties zem kaut kādiem svešiem viedokļiem par to, ka nepotēšanās izraisa saslimšanu. Ja atzīstiet, ka jums pastāv brīvā izvēle, ko garantē Visaugstākais, var atteikties no vakcinācijas BEZ PASKAIDROJUMIEM!"
18022,12.01.2025 20:52:40,User,,"Vai MK un Veselibas Ministrija vispar ir likumigas organizacijas? Kur tas ir registretas? Kam pieder? Vai parakstu vakshana nav karteja trasta legalizeshana? Man ir tada sajuta, ka viss shis murgs ar vakcinaciju un parakstu vakshanu uz cilvekiem neattiecas..."
18023,12.01.2025 21:01:08,User,18021.0,Tieši ta pat domāju
18024,12.01.2025 21:05:18,User,18004.0,"Man arī ir līdzīgas domas. Tie šeit, kam ir juridiskā izglītība - lūgums nokomentēt 🙏Bet kas var piespiest vecākus parakstīt tieši šo viņu pretīgo veidlapu? Ja iet runa par atteikumu, tad var to ar roku uzrakstīt uz baltas lapas brīvā tekstā un uzskaitīt viņu ""vakcīnu"" blakņu sarakstu. Un tās šļuru anotācijas, no kurienes norakstīt blaknes, var palūgt turpat pie vakcinātordaktera.Un lai nemaz nedomā izvairīties. Jo bez informācijas sniegšanas par iespējamām blaknēm, NEVAR TIKT NODROŠINĀTA INFORMĒTĀ PIEKRIŠANA."
18025,12.01.2025 21:16:18,User,18024.0,"Tādu parakstītu vakseri, viņi nedomā. Bet antivakseriem to iesmērēt būs grūti."
18026,12.01.2025 21:16:35,User,,"""neVēlamie pētījumi"" #2 Anna Zeltebreja un Māris Bērziņš. ‼️ LTK"
18027,12.01.2025 21:20:05,User,18018.0,"Šādi jau ir uztaisīta visa sistēma un lielie biznesi. Nesen saskāros ar Tet līgumu netam un tv. Atteicos vispār. Jo mainīt tur jau neko nevari. Gribēju atteikties no tv ko neizmantoju. Bet pliku netu piedāvā dārgāk. Tā vēl nebūtu iespējams lielākā problēma. Jo papildus parakstot līgumu tur iekšā ir teksti ka piekrīti ka viņi tev zvana, piedāvā vēl viskaut ko utt utml visādi sūdi uz kā pamata tevi vēlāk čakarē. Es lasot to līgumu tieši domāju ka puse visa teksta tur ir neadekvāta un normālās cilvēcīgās attiecībās nevajadzīga."
18028,12.01.2025 21:26:20,Edgars Mednis,18027.0,"Es no Lattelekom pakalpojumiem atteicos pirms 20 gadiem apmēram pēc tam, kad viņi man prasīja naudu par to, ko nemaz nebiju saņēmis. YEY taču ir pēctecis bēdīgi slavenajam Lattelekomam. Un no viņiem gaidōt adekvātu līgumu, manuprāt ir naivi."
18030,12.01.2025 21:49:45,User,18028.0,"Jaa Lattelekom bija iipashi pretiigs kantoris, daudzus uzmeta. Man bija tieshi taada pati cieta apnjemshanaas, nekad vairs ar vinjiem kopaa nestraadaat."
18032,12.01.2025 22:18:59,User,18027.0,"Manai majai diemzel nav cita iespeja, ka tikai tet; es izciniju sev letas tiesibas izmantot tikai vinju net. maksaju 19 eur men."
18033,12.01.2025 22:19:48,User,18018.0,"Mana doma, ka ir nevis jalabo bet tiesi preteji, janoraida un jaizsaka sava nepaklausanas nevienam un nekam. Jo viniem nav liguma ar mani, nekaada.."
18035,12.01.2025 23:08:51,User,,"Sveiki! 🌹 Nu ir tas brīdis kad IR jāparakstās.  Līdz 15.01.2025.  Publiskā apspriešana.  Pietiks, ja katrs uzrakstīs 4 burtus PRET.   🙏🏻   Ļoti īsi- grozījumi paredz kriminālatbildību vecākiem kuri atsakās no bērna vakcinācijas. Tas ir pats ārprātīgākais ko paredz šie grozījumi.  Nevienam vairs nebūs izvēles. PARAKSTI, lai katram tomēr IR PAŠAM  SAVA IESPĒJA IZVĒLĒTIES!1.Labajā augšējā zonā izvēliesPieteikties ē2.Tad autentificejies sev ērta veidā.3 Ieraksti savu tekstu teksta lodziņā4.Nosūti"
18036,12.01.2025 23:11:09,User,,"Tagad NVD saucas latvijas digitālās veselības centrs, SIA"
18037,12.01.2025 23:13:02,User,,
18041,12.01.2025 23:18:58,User,,"❗️Veslības ministrija taisās ieviest krimināllatbildību, ja nevakcinēsi savus bērnus!❗️ Instrukcijas, kur rakstīt iebildumus atrodamas šeit:  ❗️ Lūdzu ielieciet soctīklos. Palikušas tikai dažas dienas!"
18042,13.01.2025 00:21:21,User,,Imagine driving straight into & towards this.
18044,13.01.2025 00:28:36,User,,
